MUNICIPIO,IDHM,IDHMR
Bom Retiro do SulRS,0.739,0.725
Santa MercedesSP,0.739,0.683
PelotasRS,0.739,0.758
ViradouroSP,0.739,0.717
PederneirasSP,0.739,0.738
ItanhanduMG,0.739,0.72
ItuiutabaMG,0.739,0.745
ManduriSP,0.739,0.73
PiracaiaSP,0.739,0.758
IbiaçáRS,0.739,0.766
RolândiaPR,0.739,0.744
Santo InácioPR,0.739,0.746
Vista AlegreRS,0.739,0.76
São LeopoldoRS,0.739,0.766
Nova GranadaSP,0.739,0.727
Santa ErnestinaSP,0.738,0.716
Lagoa VermelhaRS,0.738,0.734
Morro da FumaçaSC,0.738,0.732
Santo CristoRS,0.738,0.746
DouradoSP,0.738,0.718
Rio NegrinhoSC,0.738,0.71
MeleiroSC,0.738,0.734
Santa IsabelSP,0.738,0.7
São João do ItaperiúSC,0.738,0.714
CabreúvaSP,0.738,0.717
ValençaRJ,0.738,0.713
IpumirimSC,0.738,0.747
Ferraz de VasconcelosSP,0.738,0.691
IlhotaSC,0.738,0.75
Barra VelhaSC,0.738,0.735
Campina das MissõesRS,0.738,0.698
Santa Terezinha de ItaipuPR,0.738,0.716
PorecatuPR,0.738,0.728
Pontal do ParanáPR,0.738,0.737
QuatáSP,0.738,0.706
MirassolândiaSP,0.738,0.704
Nova AliançaSP,0.738,0.71
ItaipulândiaPR,0.738,0.779
GauramaRS,0.738,0.733
Onda VerdeSP,0.738,0.693
HumaitáRS,0.738,0.732
CorbéliaPR,0.738,0.728
MesquitaRJ,0.737,0.704
TangaráSC,0.737,0.748
ManausAM,0.737,0.738
Luiz AlvesSC,0.737,0.766
BraúnaSP,0.737,0.725
PindoramaSP,0.737,0.726
CubatãoSP,0.737,0.716
Vargem Grande do SulSP,0.737,0.721
Presidente NereuSC,0.737,0.765
ParapuãSP,0.737,0.693
PalmitosSC,0.737,0.757
Santa GertrudesSP,0.737,0.723
UruaçuGO,0.737,0.74
RoseiraSP,0.737,0.691
GuaraciSP,0.737,0.698
CumariGO,0.737,0.744
IbiramaSC,0.737,0.749
Guarani das MissõesRS,0.737,0.698
Santa LúciaSP,0.737,0.696
AnápolisGO,0.737,0.737
Ribeirão VermelhoMG,0.737,0.699
PiumhiMG,0.737,0.729
ItatiaiaRJ,0.737,0.735
Vale RealRS,0.737,0.739
Vera CruzRS,0.737,0.738
Palmeira das MissõesRS,0.737,0.722
Grão ParáSC,0.736,0.749
São BorjaRS,0.736,0.72
TurmalinaSP,0.736,0.724
PereirasSP,0.736,0.717
NavegantesSC,0.736,0.731
AtalaiaPR,0.736,0.707
MaracajuMS,0.736,0.744
Pariquera-AçuSP,0.736,0.682
FlorestaPR,0.736,0.707
GravataíRS,0.736,0.727
CamargoRS,0.736,0.762
Nova ItaberabaSC,0.736,0.753
São GotardoMG,0.736,0.739
IepêSP,0.736,0.7
Porto VelhoRO,0.736,0.764
UnaíMG,0.736,0.723
MendesRJ,0.736,0.707
IpiraSC,0.736,0.724
SanclerlândiaGO,0.736,0.725
CharqueadaSP,0.736,0.72
ConchasSP,0.736,0.725
Valentim GentilSP,0.735,0.708
Cabo FrioRJ,0.735,0.743
BuritizalSP,0.735,0.743
ItapeviSP,0.735,0.687
Bom Jesus da PenhaMG,0.735,0.696
São MateusES,0.735,0.719
MarialvaPR,0.735,0.733
Porto RicoPR,0.735,0.691
Lauro MullerSC,0.735,0.714
CaçadorSC,0.735,0.728
Presidente AlvesSP,0.735,0.711
Santa BrancaSP,0.735,0.706
Xangri-LáRS,0.735,0.74
AspásiaSP,0.735,0.699
Nova IndependênciaSP,0.735,0.675
Santa Rita do TrivelatoMT,0.735,0.738
JardinópolisSP,0.735,0.728
JaciaraMT,0.735,0.728
EmbuSP,0.735,0.7
OlindaPE,0.735,0.704
Nova Esperança do SulRS,0.735,0.723
GlicérioSP,0.735,0.735
TabapuãSP,0.735,0.726
MorrinhosGO,0.734,0.739
Pontal do AraguaiaMT,0.734,0.691
São Pedro de AlcântaraSC,0.734,0.757
Bernardino de CamposSP,0.734,0.713
DivinolândiaSP,0.734,0.72
Cristais PaulistaSP,0.734,0.723
AndradasMG,0.734,0.731
Alto FelizRS,0.734,0.74
Bom Jesus do NorteES,0.734,0.689
Barra do GuaritaRS,0.734,0.696
SarzedoMG,0.734,0.706
Cássia dos CoqueirosSP,0.734,0.68
RincãoSP,0.734,0.701
BarrosoMG,0.734,0.675
Campo Novo do ParecisMT,0.734,0.745
CajobiSP,0.734,0.714
CambéPR,0.734,0.724
Telêmaco BorbaPR,0.734,0.726
Várzea GrandeMT,0.734,0.711
MuriaéMG,0.734,0.731
Arraial do CaboRJ,0.733,0.722
União da SerraRS,0.733,0.786
MacapáAP,0.733,0.723
ArabutãSC,0.733,0.744
RenascençaPR,0.733,0.746
Barra do PiraíRJ,0.733,0.723
TaquariRS,0.733,0.737
GentilRS,0.733,0.71
Santa Clara D'OesteSP,0.733,0.712
AriranhaSP,0.733,0.73
Monte MorSP,0.733,0.713
MontividiuGO,0.733,0.738
ColomboPR,0.733,0.715
Nova AuroraPR,0.733,0.726
JarinuSP,0.733,0.723
IacriSP,0.733,0.701
LucianópolisSP,0.733,0.736
TriunfoRS,0.733,0.717
Protásio AlvesRS,0.733,0.771
PradópolisSP,0.733,0.738
BananalSP,0.733,0.693
Caldas NovasGO,0.733,0.739
Carmo do Rio ClaroMG,0.733,0.715
AuroraSC,0.733,0.748
AtalantaSC,0.733,0.736
Pontes GestalSP,0.732,0.705
ParanapuãSP,0.732,0.712
Céu AzulPR,0.732,0.732
PalestinaSP,0.732,0.717
PiacatuSP,0.732,0.681
Rodeio BonitoRS,0.732,0.733
FlóridaPR,0.732,0.707
ExtremaMG,0.732,0.729
Lagoa da PrataMG,0.732,0.72
Pedro AfonsoTO,0.732,0.699
SapezalMT,0.732,0.758
QuintanaSP,0.732,0.689
PaulistaPE,0.732,0.673
ChiapettaRS,0.732,0.702
Engenheiro CoelhoSP,0.732,0.72
ItapevaSP,0.732,0.702
SacramentoMG,0.732,0.726
AragarçasGO,0.732,0.694
Guarani D'OesteSP,0.732,0.682
FarturaSP,0.732,0.699
Santo Expedito do SulRS,0.732,0.679
FirminópolisGO,0.732,0.681
Bom Jesus do ItabapoanaRJ,0.732,0.723
SalesópolisSP,0.732,0.687
JaboráSC,0.732,0.746
Santo ExpeditoSP,0.732,0.664
São JorgeRS,0.732,0.75
UrutaíGO,0.732,0.7
Itapejara D'OestePR,0.731,0.713
Franco da RochaSP,0.731,0.702
GuarapariES,0.731,0.746
FraiburgoSC,0.731,0.712
Boa Vista do IncraRS,0.731,0.703
PiraporaMG,0.731,0.693
Nova Santa RosaPR,0.731,0.732
GuarapuavaPR,0.731,0.73
MeridianoSP,0.731,0.717
MatozinhosMG,0.731,0.69
São BonifácioSC,0.731,0.729
SoledadeRS,0.731,0.727
ImperatrizMA,0.731,0.697
TambaúSP,0.731,0.729
GoioerêPR,0.731,0.72
São Luís de Montes BelosGO,0.731,0.721
VilhenaRO,0.731,0.734
CastilhoSP,0.731,0.688
São José do CedroSC,0.731,0.753
GrupiaraMG,0.731,0.679
TamboaraPR,0.731,0.679
MarinópolisSP,0.731,0.681
SabaráMG,0.731,0.699
GuararemaSP,0.731,0.729
RelvadoRS,0.731,0.765
Rio QuenteGO,0.731,0.707
Luís AntônioSP,0.731,0.709
Três PontasMG,0.731,0.714
CaçuGO,0.73,0.774
FrutalMG,0.73,0.73
PalmeloGO,0.73,0.734
BertiogaSP,0.73,0.727
Borda da MataMG,0.73,0.703
ItaperunaRJ,0.73,0.716
RapososMG,0.73,0.706
ItajobiSP,0.73,0.727
GuaíbaRS,0.73,0.732
Mariano MoroRS,0.73,0.763
IlópolisRS,0.73,0.756
SagresSP,0.73,0.692
Guarujá do SulSC,0.73,0.732
Patrocínio PaulistaSP,0.73,0.696
IvaiporãPR,0.73,0.711
Mineiros do TietêSP,0.73,0.719
QuilomboSC,0.73,0.712
NatividadeRJ,0.73,0.707
TeresópolisRJ,0.73,0.752
AnchietaES,0.73,0.696
ItabiritoMG,0.73,0.737
Casa BrancaSP,0.73,0.727
ÓleoSP,0.73,0.713
AdolfoSP,0.73,0.71
EmbaúbaSP,0.73,0.723
AltinópolisSP,0.73,0.726
ColoradoPR,0.73,0.747
TupãssiPR,0.73,0.721
Engenheiro BeltrãoPR,0.73,0.701
BorboremaSP,0.73,0.71
IpiguáSP,0.73,0.696
PedrinópolisMG,0.729,0.719
Treze de MaioSC,0.729,0.729
Roca SalesRS,0.729,0.753
CidreiraRS,0.729,0.73
Rio dos CedrosSC,0.729,0.739
CordeiroRJ,0.729,0.724
Rio do CampoSC,0.729,0.741
São Gabriel do OesteMS,0.729,0.751
IconhaES,0.729,0.709
ParaisópolisMG,0.729,0.692
PatrocínioMG,0.729,0.723
Barra MansaRJ,0.729,0.72
Assis ChateaubriandPR,0.729,0.713
SocorroSP,0.729,0.737
ConquistaMG,0.729,0.714
CaiabuSP,0.729,0.682
Água BoaMT,0.729,0.723
Tangará da SerraMT,0.729,0.749
Rio BomPR,0.729,0.672
SerranaSP,0.729,0.713
ZacariasSP,0.729,0.695
Laranjal PaulistaSP,0.729,0.732
Salto de PiraporaSP,0.729,0.699
São José da LapaMG,0.729,0.677
PratápolisMG,0.729,0.703
Cerqueira CésarSP,0.729,0.71
ChavantesSP,0.729,0.713
DioramaGO,0.729,0.663
LavrinhasSP,0.729,0.665
ReginópolisSP,0.728,0.715
Pedras GrandesSC,0.728,0.715
GuaimbêSP,0.728,0.675
SabinoSP,0.728,0.708
Venda Nova do ImigranteES,0.728,0.731
Armação dos BúziosRJ,0.728,0.75
AssaíPR,0.728,0.724
Monte CarmeloMG,0.728,0.716
Santiago do SulSC,0.728,0.731
CajamarSP,0.728,0.713
PainsMG,0.728,0.717
CaetéMG,0.728,0.69
Terra BoaPR,0.728,0.708
Santa Cruz das PalmeirasSP,0.728,0.746
SombrioSC,0.728,0.729
CarambeíPR,0.728,0.721
Cândido GodóiRS,0.728,0.72
Álvares FlorenceSP,0.728,0.701
Balneário GaivotaSC,0.728,0.734
TuparendiRS,0.728,0.734
TuiutiSP,0.728,0.702
CaibiSC,0.728,0.737
Santa AlbertinaSP,0.728,0.716
São Lourenço da SerraSP,0.728,0.704
Boa Vista do SulRS,0.728,0.77
IpêRS,0.728,0.751
Sant'Ana do LivramentoRS,0.727,0.715
ItutingaMG,0.727,0.703
RialmaGO,0.727,0.698
Flora RicaSP,0.727,0.668
Ipiranga do NorteMT,0.727,0.742
PiúmaES,0.727,0.702
São JoãoPR,0.727,0.695
Pirapora do Bom JesusSP,0.727,0.679
Igaraçu do TietêSP,0.727,0.691
Rio BrancoAC,0.727,0.729
Coronel PilarRS,0.727,0.766
UbirajaraSP,0.727,0.689
GoianésiaGO,0.727,0.719
TaquaraRS,0.727,0.754
Santa HelenaSC,0.727,0.705
HerculândiaSP,0.727,0.68
PardinhoSP,0.727,0.718
Cachoeira de GoiásGO,0.727,0.68
BandeirantesPR,0.727,0.714
PorangatuGO,0.727,0.709
Mato CastelhanoRS,0.727,0.752
AreadoMG,0.727,0.7
EmilianópolisSP,0.727,0.69
CassilândiaMS,0.727,0.756
IpaussuSP,0.727,0.713
Governador ValadaresMG,0.727,0.714
IratiPR,0.726,0.715
JacutingaRS,0.726,0.703
Nova GuataporangaSP,0.726,0.707
TarabaiSP,0.726,0.666
Cachoeira DouradaMG,0.726,0.695
Munhoz de MeloPR,0.726,0.704
ItapurangaGO,0.726,0.7
ErmoSC,0.726,0.708
Sapucaia do SulRS,0.726,0.726
IguapeSP,0.726,0.691
Casimiro de AbreuRJ,0.726,0.734
ItumirimMG,0.726,0.675
CasteloES,0.726,0.703
São MartinhoRS,0.726,0.734
Além ParaíbaMG,0.726,0.713
IbiporãPR,0.726,0.72
Pérola D'OestePR,0.726,0.697
CamboriúSC,0.726,0.736
LeopoldinaMG,0.726,0.696
IbiraçuES,0.726,0.733
Murutinga do SulSP,0.726,0.703
PacaembuSP,0.725,0.717
MatelândiaPR,0.725,0.715
CarrancasMG,0.725,0.687
PinhalzinhoSP,0.725,0.707
ValparaísoSP,0.725,0.719
Pará de MinasMG,0.725,0.715
São Manoel do ParanáPR,0.725,0.721
São ToméPR,0.725,0.707
SertanejaPR,0.725,0.724
PitanguiMG,0.725,0.711
MiraguaíRS,0.725,0.744
AndiráPR,0.725,0.69
ItapuíSP,0.725,0.716
AgrolândiaSC,0.725,0.727
AnhangueraGO,0.725,0.724
Vitória BrasilSP,0.725,0.686
AraputangaMT,0.725,0.704
Ilha CompridaSP,0.725,0.696
Paulo de FariaSP,0.725,0.721
Santa Bárbara do SulRS,0.725,0.716
Santa Cecília do SulRS,0.725,0.781
PontãoRS,0.725,0.708
GaruvaSC,0.725,0.717
GuapiaçuSP,0.725,0.728
IbiamSC,0.725,0.737
GoiatubaGO,0.725,0.737
Três RiosRJ,0.725,0.725
ItapaciGO,0.725,0.72
AlpinópolisMG,0.725,0.703
BarrinhaSP,0.725,0.711
CambiraPR,0.725,0.702
Ponte PretaRS,0.725,0.727
ClementinaSP,0.725,0.704
São José do SulRS,0.725,0.774
Dois CórregosSP,0.725,0.725
PontalSP,0.725,0.718
LoandaPR,0.725,0.724
ArapuáMG,0.724,0.718
Doutor RicardoRS,0.724,0.749
Santa Helena de GoiásGO,0.724,0.734
Monte SiãoMG,0.724,0.732
LupércioSP,0.724,0.679
BotuveráSC,0.724,0.741
FlorestalMG,0.724,0.728
São João Batista do GlóriaMG,0.724,0.713
IvoráRS,0.724,0.712
IndianópolisPR,0.724,0.707
MesópolisSP,0.724,0.674
LuzMG,0.724,0.723
DouradinaPR,0.724,0.721
Ronda AltaRS,0.724,0.729
Santo Antônio do MonteMG,0.724,0.736
GuaíraPR,0.724,0.739
IbiraiarasRS,0.724,0.739
Paço do LumiarMA,0.724,0.646
Angra dos ReisRJ,0.724,0.74
São João da ParaúnaGO,0.724,0.699
ItirapinaSP,0.724,0.734
LinharesES,0.724,0.721
Mirante do ParanapanemaSP,0.724,0.67
UbáMG,0.724,0.727
Marcelino RamosRS,0.724,0.735
CarvalhópolisMG,0.724,0.688
Diamante do NortePR,0.723,0.699
SertanópolisPR,0.723,0.719
JaciSP,0.723,0.7
ItapagipeMG,0.723,0.728
Porto XavierRS,0.723,0.687
SeberiRS,0.723,0.706
Formosa do OestePR,0.723,0.692
CapinópolisMG,0.723,0.747
RinópolisSP,0.723,0.696
Santo Antônio de GoiásGO,0.723,0.687
Barra do Rio AzulRS,0.723,0.703
ArapotiPR,0.723,0.715
Coronel VividaPR,0.723,0.714
PitangueirasSP,0.723,0.699
Águas MornasSC,0.723,0.731
JuruaiaMG,0.723,0.794
PeabiruPR,0.723,0.727
Gastão VidigalSP,0.723,0.727
São FranciscoSP,0.723,0.705
Erval VelhoSC,0.723,0.736
Cruzeiro do SulRS,0.723,0.746
TacibaSP,0.723,0.682
Bom ProgressoRS,0.723,0.7
PirajubaMG,0.723,0.748
Vespasiano CorreaRS,0.723,0.758
Santa Cecília do PavãoPR,0.723,0.681
PerdizesMG,0.723,0.752
Engenheiro Paulo de FrontinRJ,0.722,0.674
São Sebastião do ParaísoMG,0.722,0.735
IraceminhaSC,0.722,0.71
AlvinlândiaSP,0.722,0.721
Arco-ÍrisSP,0.722,0.671
PanoramaSP,0.722,0.724
VirmondPR,0.722,0.708
PalminópolisGO,0.722,0.718
TrabijuSP,0.722,0.666
Água LimpaGO,0.722,0.691
São Jorge D'OestePR,0.722,0.705
CalifórniaPR,0.722,0.718
CardosoSP,0.722,0.695
CanápolisMG,0.722,0.721
Ouro FinoMG,0.722,0.703
RealezaPR,0.722,0.72
CosmoramaSP,0.722,0.705
MarmeleiroPR,0.722,0.73
QueluzSP,0.722,0.665
Nova EsperançaPR,0.722,0.723
Palmares PaulistaSP,0.722,0.698
Barão de CocaisMG,0.722,0.679
UraíPR,0.721,0.698
IgrejinhaRS,0.721,0.749
Nova AndradinaMS,0.721,0.716
MarumbiPR,0.721,0.705
MoemaMG,0.721,0.703
CuritibanosSC,0.721,0.716
LavíniaSP,0.721,0.698
PratinhaMG,0.721,0.71
ParisiSP,0.721,0.72
AltôniaPR,0.721,0.69
MartinópolisSP,0.721,0.703
AlegreES,0.721,0.708
ParanaíbaMS,0.721,0.727
NerópolisGO,0.721,0.681
Ribeirão dos ÍndiosSP,0.721,0.661
JaguarunaSC,0.721,0.719
ÂnguloPR,0.721,0.705
MaceióAL,0.721,0.739
VacariaRS,0.721,0.74
Santa Rita do SapucaíMG,0.721,0.727
JaparaíbaMG,0.721,0.677
RubiáceaSP,0.721,0.684
Aparecida D'OesteSP,0.721,0.697
AnhembiSP,0.721,0.681
UchoaSP,0.721,0.708
KaloréPR,0.721,0.673
BarreirasBA,0.721,0.695
Cascalho RicoMG,0.721,0.734
Capão BonitoSP,0.721,0.675
CambaráPR,0.721,0.711
Glória de DouradosMS,0.721,0.705
PiranhasGO,0.721,0.699
GiruáRS,0.721,0.707
PiracanjubaGO,0.721,0.72
Monsenhor PauloMG,0.721,0.682
Pouso RedondoSC,0.72,0.728
São SimãoGO,0.72,0.756
InhumasGO,0.72,0.718
IvinhemaMS,0.72,0.715
São ValentimRS,0.72,0.745
PinhalRS,0.72,0.701
PalmitinhoRS,0.72,0.707
Faxinal do SoturnoRS,0.72,0.732
MossoróRN,0.72,0.694
André da RochaRS,0.72,0.738
Timbé do SulSC,0.72,0.721
Campina GrandePB,0.72,0.702
Passo de TorresSC,0.72,0.695
VerêPR,0.72,0.709
UniflorPR,0.72,0.69
Santa Isabel do IvaíPR,0.72,0.697
OurizonaPR,0.72,0.721
Fazenda Rio GrandePR,0.72,0.713
Boa EsperançaPR,0.72,0.687
São João das Duas PontesSP,0.72,0.675
São Bento do SapucaíSP,0.72,0.719
ItapevaMG,0.72,0.699
LutéciaSP,0.72,0.67
Matias BarbosaMG,0.72,0.703
PaivaMG,0.72,0.657
ItapuraSP,0.72,0.682
IcémSP,0.72,0.716
ParacambiRJ,0.72,0.689
CacondeSP,0.72,0.701
CananéiaSP,0.72,0.677
Ouro Verde de GoiásGO,0.719,0.672
ItaporangaSP,0.719,0.681
São José dos Quatro MarcosMT,0.719,0.707
CruzaltenseRS,0.719,0.724
JupiáSC,0.719,0.708
MamborêPR,0.719,0.698
IperóSP,0.719,0.68
RubiatabaGO,0.719,0.686
CaibatéRS,0.719,0.709
Gavião PeixotoSP,0.719,0.687
São João de MeritiRJ,0.719,0.693
CiríacoRS,0.719,0.724
Barão de CotegipeRS,0.719,0.745
GuaraçaíSP,0.719,0.699
PlatinaSP,0.719,0.691
PlanaltoSP,0.719,0.683
São Mateus do SulPR,0.719,0.711
Alto HorizonteGO,0.719,0.709
GuaporemaPR,0.719,0.686
ItaberaíGO,0.719,0.735
AngatubaSP,0.719,0.693
Celso RamosSC,0.719,0.651
TramandaíRS,0.719,0.727
CoroadosSP,0.719,0.704
NovaisSP,0.719,0.712
Dores do IndaiáMG,0.719,0.71
TupaciguaraMG,0.719,0.711
SalmourãoSP,0.719,0.678
GuaribaSP,0.719,0.712
MombucaSP,0.719,0.746
ParaibunaSP,0.719,0.709
Praia GrandeSC,0.718,0.692
ItauçuGO,0.718,0.697
Conquista D'OesteMT,0.718,0.707
DiamantinoMT,0.718,0.714
AnanindeuaPA,0.718,0.684
Aparecida de GoiâniaGO,0.718,0.716
Salto do LontraPR,0.718,0.707
Três CachoeirasRS,0.718,0.722
TombosMG,0.718,0.699
Nova Santa RitaRS,0.718,0.716
TupandiRS,0.718,0.742
Santo Antônio da PlatinaPR,0.718,0.733
PalmeiraPR,0.718,0.725
DobradaSP,0.718,0.691
CariacicaES,0.718,0.699
CacoalRO,0.718,0.727
FundãoES,0.718,0.708
GuaráSP,0.718,0.71
AraruamaRJ,0.718,0.714
Vargem BonitaSC,0.718,0.705
MandaguaçuPR,0.718,0.717
PaulistâniaSP,0.718,0.683
LagamarMG,0.718,0.692
JussaraPR,0.718,0.716
PaialSC,0.718,0.705
MariápolisSP,0.718,0.684
JabotiPR,0.718,0.699
IbiáMG,0.718,0.736
Nova VenezaGO,0.718,0.671
Campina Grande do SulPR,0.718,0.712
Bom JesusSC,0.718,0.74
Santo Antônio de PáduaRJ,0.718,0.709
NarandibaSP,0.718,0.659
ItaguaruGO,0.718,0.689
Cidade GaúchaPR,0.718,0.712
MineirosGO,0.718,0.753
Cidade OcidentalGO,0.717,0.706
ViamãoRS,0.717,0.72
BorrazópolisPR,0.717,0.695
Santo Antônio da PatrulhaRS,0.717,0.718
OcauçuSP,0.717,0.679
GuatambúSC,0.717,0.716
Mato QueimadoRS,0.717,0.702
Ponte NovaMG,0.717,0.714
ParanapanemaSP,0.717,0.697
ItobiSP,0.717,0.697
Engenho VelhoRS,0.717,0.735
Campina do Monte AlegreSP,0.717,0.687
Nova Aliança do IvaíPR,0.717,0.673
Eldorado do SulRS,0.717,0.717
São José do AlegreMG,0.717,0.676
Cruzeiro do OestePR,0.717,0.698
TigrinhosSC,0.717,0.688
Paula FreitasPR,0.717,0.699
FamaMG,0.717,0.7
Jaboatão dos GuararapesPE,0.717,0.692
São Pedro do IvaíPR,0.717,0.702
GuaratubaPR,0.717,0.737
JacupirangaSP,0.717,0.687
São José do HervalRS,0.717,0.701
PiranguinhoMG,0.717,0.672
JuatubaMG,0.717,0.67
ParanacityPR,0.717,0.689
GetulinaSP,0.717,0.696
Santa InêsPR,0.717,0.675
TorixoréuMT,0.716,0.684
Bela Vista de GoiásGO,0.716,0.721
Ribeirão ClaroPR,0.716,0.704
Taquaral de GoiásGO,0.716,0.7
Luís Eduardo MagalhãesBA,0.716,0.754
Paulo LopesSC,0.716,0.707
Jacinto MachadoSC,0.716,0.708
PiedadeSP,0.716,0.694
Bela Vista do ParaísoPR,0.716,0.721
Júlio de CastilhosRS,0.716,0.733
Capitão Leônidas MarquesPR,0.716,0.712
Doutor PedrinhoSC,0.716,0.714
FênixPR,0.716,0.669
JuínaMT,0.716,0.733
MatupáMT,0.716,0.706
DiamantinaMG,0.716,0.693
Balneário Barra do SulSC,0.716,0.713
GoianáMG,0.716,0.682
PetrolândiaSC,0.716,0.74
Campos dos GoytacazesRJ,0.716,0.715
Manoel RibasPR,0.716,0.725
DavinópolisGO,0.716,0.702
Júlio MesquitaSP,0.716,0.659
ErnestinaRS,0.716,0.703
Nova Prata do IguaçuPR,0.716,0.711
PaiçanduPR,0.716,0.697
Santo Antônio do ParaísoPR,0.716,0.683
Nova SerranaMG,0.715,0.709
FormosoGO,0.715,0.686
PedregulhoSP,0.715,0.716
São Vicente de MinasMG,0.715,0.673
Quinta do SolPR,0.715,0.689
MorungabaSP,0.715,0.726
AguaíSP,0.715,0.703
Nova Canaã PaulistaSP,0.715,0.673
FarolPR,0.715,0.671
NiquelândiaGO,0.715,0.709
PinheiralRJ,0.715,0.709
Palmares do SulRS,0.715,0.725
Rio BrilhanteMS,0.715,0.72
São Gonçalo do SapucaíMG,0.715,0.706
OrizonaGO,0.715,0.722
ArvoredoSC,0.715,0.713
Formosa do SulSC,0.715,0.728
São Sebastião da AmoreiraPR,0.715,0.689
JaguapitãPR,0.715,0.714
JacutingaMG,0.715,0.722
Pouso NovoRS,0.715,0.765
ItaguaíRJ,0.715,0.703
Santa CarmemMT,0.715,0.703
QueirozSP,0.715,0.662
SeveríniaSP,0.715,0.709
ParauapebasPA,0.715,0.701
Passa QuatroMG,0.715,0.683
Santa LuziaMG,0.715,0.682
ParaguaçuMG,0.715,0.69
Flórida PaulistaSP,0.715,0.702
MachadoMG,0.715,0.719
PutingaRS,0.715,0.745
SobralCE,0.714,0.647
MormaçoRS,0.714,0.735
LaranjalMG,0.714,0.694
GlorinhaRS,0.714,0.716
Santa Rita do AraguaiaGO,0.714,0.703
Terra RoxaPR,0.714,0.697
QuatiguáPR,0.714,0.691
AnicunsGO,0.714,0.695
PopulinaSP,0.714,0.699
Fátima do SulMS,0.714,0.719
Nova Esperança do SudoestePR,0.714,0.714
TapurahMT,0.714,0.738
Alta FlorestaMT,0.714,0.709
CatanduvasSC,0.714,0.723
Santa TeresaES,0.714,0.722
RiquezaSC,0.714,0.702
Rio PombaMG,0.714,0.694
IjaciMG,0.714,0.663
Campo AlegreSC,0.714,0.677
NantesSP,0.714,0.655
Santo Antônio do JardimSP,0.714,0.703
AvaíSP,0.714,0.674
JuscimeiraMT,0.714,0.678
Torre de PedraSP,0.714,0.679
ItaquaquecetubaSP,0.714,0.665
VassourasRJ,0.714,0.719
Nova Santa HelenaMT,0.714,0.745
Ji-ParanáRO,0.714,0.728
ColíderMT,0.713,0.732
SeropédicaRJ,0.713,0.695
Alto Paraíso de GoiásGO,0.713,0.723
ItaquiRS,0.713,0.687
CarlópolisPR,0.713,0.696
CurveloMG,0.713,0.689
Porto RealRJ,0.713,0.688
FloríniaSP,0.713,0.678
Nova IguaçuRJ,0.713,0.691
Palestina de GoiásGO,0.713,0.656
MiracemaRJ,0.713,0.696
ItapecericaMG,0.713,0.692
Bom Jesus dos PerdõesSP,0.713,0.716
ItaocaraRJ,0.713,0.696
ImbuiaSC,0.713,0.716
PortãoRS,0.713,0.725
Águas de ChapecóSC,0.713,0.712
Canudos do ValeRS,0.713,0.751
CarapebusRJ,0.713,0.699
CajuruSP,0.713,0.693
Santa Fé de GoiásGO,0.713,0.703
IrapuãSP,0.713,0.688
ItaíSP,0.713,0.692
GuarantãSP,0.713,0.698
Carmo do Rio VerdeGO,0.713,0.677
PerobalPR,0.713,0.684
RondonPR,0.713,0.724
São José das PalmeirasPR,0.713,0.686
CratoCE,0.713,0.655
Presidente Castelo BrancoPR,0.713,0.695
Cruzeiro do SulPR,0.713,0.682
NipoãSP,0.713,0.701
TapiraMG,0.712,0.759
PlanuraMG,0.712,0.711
Sede NovaRS,0.712,0.751
Bom Jesus do OesteSC,0.712,0.725
JaguariRS,0.712,0.734
CongonhalMG,0.712,0.681
São Pedro da AldeiaRJ,0.712,0.721
Conceição das AlagoasMG,0.712,0.734
Nova VenéciaES,0.712,0.692
Conceição de MacabuRJ,0.712,0.698
Ribeirão BonitoSP,0.712,0.712
ErebangoRS,0.712,0.689
IrapuruSP,0.712,0.691
Morro AgudoSP,0.712,0.716
Eugênio de CastroRS,0.712,0.697
Lindolfo CollorRS,0.712,0.712
ItabunaBA,0.712,0.695
Santa Vitória do PalmarRS,0.712,0.709
Petrolina de GoiásGO,0.712,0.674
CrissiumalRS,0.712,0.702
JardimMS,0.712,0.718
Feira de SantanaBA,0.712,0.71
Biritiba-MirimSP,0.712,0.71
AlambariSP,0.712,0.682
Venâncio AiresRS,0.712,0.736
UruSP,0.712,0.678
VianópolisGO,0.712,0.71
JapuráPR,0.712,0.698
Barão de AntoninaSP,0.711,0.676
LambariMG,0.711,0.693
IsraelândiaGO,0.711,0.664
Campo BeloMG,0.711,0.706
AlcinópolisMS,0.711,0.733
Duque de CaxiasRJ,0.711,0.692
ParanaiguaraGO,0.711,0.702
JaborandiSP,0.711,0.679
CezarinaGO,0.711,0.684
PaulicéiaSP,0.711,0.692
Varjão de MinasMG,0.711,0.673
Ribeirão CorrenteSP,0.711,0.688
Morrinhos do SulRS,0.711,0.72
IgaratáSP,0.711,0.683
ChiadorMG,0.711,0.742
SapirangaRS,0.711,0.722
Rio Novo do SulES,0.711,0.692
MissalPR,0.711,0.714
PiquerobiSP,0.711,0.669
VicentinaMS,0.711,0.689
MedeirosMG,0.711,0.722
BataguassuMS,0.71,0.698
São Miguel ArcanjoSP,0.71,0.708
ColômbiaSP,0.71,0.689
São Miguel da Boa VistaSC,0.71,0.733
WitmarsumSC,0.71,0.739
Brejo AlegreSP,0.71,0.702
NazárioGO,0.71,0.702
ApiaíSP,0.71,0.662
